"SamplePeriod","TriggerSample","CompressedData"
"0.00000001","127418","True"
"SampleNumber","CS","MISO","MOSI","SCK"
"2128251","0","1","1","0"
"2128252","0","0","1","0"
"2128253","0","0","1","0"
"2128254","0","1","1","0"
"2128257","0","0","1","0"
"2128258","0","1","1","0"
"2128264","0","0","1","0"
"2128265","0","1","1","0"
"2128266","0","0","1","0"
"2128267","0","0","1","0"
"2128268","0","1","1","0"
"2128269","0","0","1","0"
"2128270","0","1","1","0"
"2128273","0","0","1","0"
"2128274","0","0","1","0"
"2128275","0","1","1","0"
"2128278","0","0","1","0"
"2128279","0","1","1","0"
"2128280","0","1","1","0"
"2128281","0","0","1","0"
"2128284","0","1","1","0"
"2128285","0","1","1","0"
"2128286","0","0","1","0"
"2128287","0","1","1","0"
"2128288","0","1","1","0"
"2128289","0","0","1","0"
"2128296","0","1","1","0"
"2128299","0","0","1","0"
"2128300","0","1","1","0"
"2128301","0","1","1","0"
"2128302","0","0","1","0"
"2128308","0","1","1","0"
"2128312","0","0","1","0"
"2128313","0","0","1","0"
"2128314","0","1","1","0"
"2128317","0","0","1","0"
"2128318","0","0","1","0"
"2128319","0","1","1","0"
"2128320","0","0","1","0"
"2128321","0","0","1","0"
"2128322","0","1","1","0"
"2128327","0","0","1","0"
"2128328","0","1","1","0"
"2128329","0","0","1","0"
"2128330","0","1","1","0"
"2128334","0","0","1","0"
"2128335","0","1","1","0"
"2128339","0","0","1","0"
"2128340","0","1","1","0"
"2128341","0","0","1","0"
"2128342","0","1","1","0"
"2128343","0","0","1","0"
"2128344","0","1","1","0"
"2128345","0","1","1","0"
"2128346","0","0","1","0"
"2128350","0","1","1","0"
"2128351","0","0","1","0"
"2128352","0","1","1","0"
"2128353","0","0","1","0"
"2128356","0","1","1","0"
"2128357","0","0","1","0"
"2128358","0","1","1","0"
"2128362","0","0","1","0"
"2128363","0","1","1","0"
"2128369","0","0","1","0"
"2128370","0","1","1","0"
"2128371","0","0","1","0"
"2128372","0","1","1","0"
"2128376","0","0","1","0"
"2128377","0","1","1","0"
"2128381","0","0","1","0"
"2128382","0","1","1","0"
"2128397","0","0","1","0"
"2128398","0","1","1","0"
"2128399","0","0","1","0"
"2128400","0","1","1","0"
"2128401","0","0","1","0"
"2128402","0","0","1","0"
"2128403","0","1","1","0"
"2128404","0","0","1","0"
"2128405","0","1","1","0"
"2128406","0","0","1","0"
"2128410","0","1","1","0"
"2128411","0","0","1","0"
"2128412","0","1","1","0"
"2128413","0","0","1","0"
"2128414","0","1","1","0"
"2128418","0","0","1","0"
"2128419","0","1","1","0"
"2128427","0","0","1","0"
"2128428","0","1","1","0"
"2128432","0","0","1","0"
"2128433","0","1","1","0"
"2128436","0","0","1","0"
"2128437","0","0","1","0"
"2128438","0","1","1","0"
"2128439","0","0","1","0"
"2128440","0","1","1","0"
"2128441","0","0","1","0"
"2128442","0","1","1","0"
"2128443","0","0","1","0"
"2128447","0","1","1","0"
"2128448","0","0","1","0"
"2128452","0","1","1","0"
"2128453","0","0","1","0"
"2128456","0","1","1","0"
"2128457","0","0","1","0"
"2128458","0","1","1","0"
"2128462","0","0","1","0"
"2128463","0","0","1","0"
"2128464","0","1","1","0"
"2128469","0","0","1","0"
"2128470","0","1","1","0"
"2128471","0","0","1","0"
"2128472","0","1","1","0"
"2128473","0","1","1","0"
"2128474","0","0","1","0"
"2128475","0","1","1","0"
"2128481","0","0","1","0"
"2128482","0","1","1","0"
"2128490","0","0","1","0"
"2128491","0","1","1","0"
"2128497","0","0","1","0"
"2128498","0","1","1","0"
"2128499","0","0","1","0"
"2128500","0","0","1","0"
"2128501","0","1","1","0"
"2128504","0","0","1","0"
"2128505","0","0","1","0"
"2128506","0","1","1","0"
"2128507","0","1","1","0"
"2128508","0","0","1","0"
"2128509","0","0","1","0"
"2128510","0","1","1","0"
"2128513","0","0","1","0"
"2128514","0","1","1","0"
"2128527","0","0","1","0"
"2128528","0","1","1","0"
"2128532","0","0","1","0"
"2128533","0","1","1","0"
"2128539","0","0","1","0"
"2128540","0","1","1","0"
"2128541","0","0","1","0"
"2128542","0","1","1","0"
"2128546","0","0","1","0"
"2128552","0","1","1","0"
"2128553","0","0","1","0"
"2128554","0","1","1","0"
"2128569","0","0","1","0"
"2128570","0","1","1","0"
"2128571","0","0","1","0"
"2128572","0","1","1","0"
"2128579","0","0","1","0"
"2128582","0","1","1","0"
"2128587","0","0","1","0"
"2128590","0","1","1","0"
"2128595","0","0","1","0"
"2128600","0","1","1","0"
"2128601","0","0","1","0"
"2128605","0","1","1","0"
"2128606","0","0","1","0"
"2128607","0","0","1","0"
"2128608","0","1","1","0"
"2128609","0","0","1","0"
"2128610","0","1","1","0"
"2128611","0","0","1","0"
"2128612","0","1","1","0"
"2128613","0","0","1","0"
"2128614","0","1","1","0"
"2128625","0","0","1","0"
"2128626","0","1","1","0"
"2128627","0","0","1","0"
"2128628","0","1","1","0"
"2128632","0","0","1","0"
"2128633","0","1","1","0"
"2128637","0","0","1","0"
"2128638","0","1","1","0"
"2128639","0","0","1","0"
"2128640","0","1","1","0"
"2128641","0","0","1","0"
"2128642","0","0","1","0"
"2128643","0","1","1","0"
"2128644","0","0","1","0"
"2128645","0","1","1","0"
"2128646","0","0","1","0"
"2128650","0","1","1","0"
"2128653","0","0","1","0"
"2128654","0","1","1","0"
"2128655","0","0","1","0"
"2128659","0","1","1","0"
"2128660","0","0","1","0"
"2128661","0","0","1","0"
"2128662","0","1","1","0"
"2128665","0","0","1","0"
"2128666","0","1","1","0"
"2128667","0","0","1","0"
"2128668","0","1","1","0"
"2128669","0","0","1","0"
"2128675","0","1","1","0"
"2128679","0","0","1","0"
"2128684","0","1","1","0"
"2128688","0","0","1","0"
"2128694","0","1","1","0"
"2128695","0","0","1","0"
"2128703","0","1","1","0"
"2128704","0","0","1","0"
"2128708","0","1","1","0"
"2128709","0","0","1","0"
"2128710","0","1","1","0"
"2128711","0","0","1","0"
"2128712","0","1","1","0"
"2128716","0","0","1","0"
"2128719","0","1","1","0"
"2128723","0","0","1","0"
"2128724","0","1","1","0"
"2128725","0","0","1","0"
"2128726","0","1","1","0"
"2128727","0","0","1","0"
"2128731","0","1","1","0"
"2128732","0","0","1","0"
"2128740","0","1","1","0"
"2128741","0","0","1","0"
"2128742","0","0","1","0"
"2128743","0","1","1","0"
"2128744","0","0","1","0"
"2128750","0","1","1","0"
"2128751","0","0","1","0"
"2128752","0","1","1","0"
"2128753","0","0","1","0"
"2128762","0","1","1","0"
"2128765","0","0","1","0"
"2128766","0","1","1","0"
"2128767","0","0","1","0"
"2128770","0","1","1","0"
"2128771","0","0","1","0"
"2128775","0","1","1","0"
"2128779","0","0","1","0"
"2128780","0","1","1","0"
"2128781","0","0","1","0"
"2128782","0","1","1","0"
"2128786","0","0","1","0"
"2128794","0","1","1","0"
"2128795","0","0","1","0"
"2128796","0","1","1","0"
"2128797","0","0","1","0"
"2128801","0","1","1","0"
"2128802","0","0","1","0"
"2128806","0","1","1","0"
"2128807","0","0","1","0"
"2128808","0","1","1","0"
"2128809","0","0","1","0"
"2128810","0","1","1","0"
"2128811","0","0","1","0"
"2128812","0","1","1","0"
"2128816","0","0","1","0"
"2128817","0","1","1","0"
"2128823","0","0","1","0"
"2128824","0","1","1","0"
"2128825","0","0","1","0"
"2128826","0","1","1","0"
"2128827","0","1","1","0"
"2128828","0","0","1","0"
"2128831","0","1","1","0"
"2128832","0","0","1","0"
"2128836","0","1","1","0"
"2128837","0","0","1","0"
"2128838","0","1","1","0"
"2128839","0","0","1","0"
"2128840","0","1","1","0"
"2128841","0","0","1","0"
"2128850","0","1","1","0"
"2128851","0","0","1","0"
"2128852","0","1","1","0"
"2128853","0","0","1","0"
"2128862","0","1","1","0"
"2128865","0","0","1","0"
"2128866","0","1","1","0"
"2128867","0","0","1","0"
"2128868","0","1","1","0"
"2128872","0","0","1","0"
"2128873","0","1","1","0"
"2128874","0","1","1","0"
"2128875","0","0","1","0"
"2128880","0","1","1","0"
"2128881","0","0","1","0"
"2128882","0","1","1","0"
"2128883","0","0","1","0"
"2128894","0","1","1","0"
"2128895","0","0","1","0"
"2128906","0","1","1","0"
"2128907","0","0","1","0"
"2128908","0","1","1","0"
"2128909","0","0","1","0"
"2128910","0","1","1","0"
"2128911","0","0","1","0"
"2128918","0","1","1","0"
"2128919","0","0","1","0"
"2128940","0","1","1","0"
"2128941","0","0","1","0"
"2128946","0","1","1","0"
"2128947","0","0","1","0"
"2128962","0","1","1","0"
"2128963","0","0","1","0"
"2128974","0","1","1","0"
"2128975","0","0","1","0"
"2128982","0","1","1","0"
"2128983","0","0","1","0"
"2128992","0","1","1","0"
"2128993","0","0","1","0"
"2129004","0","1","1","0"
"2129005","0","0","1","0"
"2129006","0","1","1","0"
"2129007","0","0","1","0"
"2129008","0","1","1","0"
"2129009","0","0","1","0"
"2129024","0","1","1","0"
"2129025","0","0","1","0"
"2129026","0","0","1","0"
"2129027","0","1","1","0"
"2129028","0","0","1","0"
"2129048","0","1","1","0"
"2129051","0","0","1","0"
"2129059","0","1","1","0"
"2129060","0","1","1","0"
"2129061","0","0","1","0"
"2129066","0","1","1","0"
"2129067","0","0","1","0"
"2129078","0","1","1","0"
"2129079","0","0","1","0"
"2129080","0","1","1","0"
"2129081","0","0","1","0"
"2129101","0","1","1","0"
"2129102","0","0","1","0"
"2129103","0","1","1","0"
"2129104","0","1","1","0"
"2129105","0","0","1","0"
"2129106","0","1","1","0"
"2129107","0","0","1","0"
"2129108","0","1","1","0"
"2129109","0","0","1","0"
"2129134","0","1","1","0"
"2129135","0","0","1","0"
"2129136","0","1","1","0"
"2129137","0","0","1","0"
"2129166","0","1","1","0"
"2129167","0","1","1","0"
"2129168","0","0","1","0"
"2129171","0","1","1","0"
"2129172","0","1","1","0"
"2129173","0","0","1","0"
"2129202","0","1","1","0"
"2129203","0","0","1","0"
"2129206","0","1","1","0"
"2129207","0","0","1","0"
"2129236","0","1","1","0"
"2129237","0","0","1","0"
"2129266","0","1","1","0"
"2129267","0","0","1","0"
"2129304","0","1","1","0"
"2129305","0","0","1","0"
"2129402","0","1","1","0"
"2129403","0","0","1","0"
"2129492","0","1","1","0"
"2129493","0","0","1","0"
"2129590","0","1","1","0"
"2129591","0","0","1","0"
"2129592","0","1","1","0"
"2129593","0","0","1","0"
"2129620","0","1","1","0"
"2129621","0","0","1","0"
"2129730","0","1","1","0"
"2129731","0","0","1","0"
"2129982","0","1","1","0"
"2129983","0","0","1","0"
"2129988","0","1","1","0"
"2129989","0","0","1","0"
"2130018","0","1","1","0"
"2130019","0","0","1","0"
"2130116","0","1","1","0"
"2130117","0","0","1","0"
"2130144","0","1","1","0"
"2130145","0","0","1","0"
"2130242","0","1","1","0"
"2130243","0","0","1","0"
"2130400","0","1","1","0"
"2130401","0","0","1","0"
"2130500","0","1","1","0"
"2130501","0","0","1","0"
"2130502","0","1","1","0"
"2130503","0","1","1","0"
"2130504","0","0","1","0"
"2130505","0","1","1","0"
"2130506","0","0","1","0"
"2130572","0","1","1","0"
"2130573","0","0","1","0"
"2130670","0","1","1","0"
"2130671","0","0","1","0"
"2130684","0","1","1","0"
"2130685","0","0","1","0"
"2130789","0","1","1","0"
"2130790","0","0","1","0"
"2130826","0","1","1","0"
"2130827","0","0","1","0"
"2130828","0","1","1","0"
"2130829","0","0","1","0"
"2131024","0","1","1","0"
"2131025","0","0","1","0"
"2131216","0","1","1","0"
"2131217","0","0","1","0"
"2131476","0","1","1","0"
"2131477","0","0","1","0"
"2132700","0","1","1","0"
"2132701","0","0","1","0"
"2134440","0","1","1","0"
"2134441","0","0","1","0"
"2134956","0","1","1","0"
"2134957","0","0","1","0"
"2135270","0","1","1","0"
"2135271","0","0","1","0"
"2135272","0","0","1","0"
"2135273","0","1","1","0"
"2135274","0","0","1","0"
"2135284","0","1","1","0"
"2135285","0","0","1","0"
"2135303","0","1","1","0"
"2135304","0","0","1","0"
"2135314","0","1","1","0"
"2135315","0","0","1","0"
"2135320","0","1","1","0"
"2135321","0","0","1","0"
"2135359","0","1","1","0"
"2135360","0","0","1","0"
"2135384","0","1","1","0"
"2135385","0","0","1","0"
"2135386","0","0","1","0"
"2135387","0","1","1","0"
"2135388","0","0","1","0"
"2135536","0","1","1","0"
"2135537","0","0","1","0"
"2135538","0","0","1","0"
"2135539","0","1","1","0"
"2135540","0","0","1","0"
"2135554","0","1","1","0"
"2135555","0","0","1","0"
"2135556","0","0","1","0"
"2135557","0","1","1","0"
"2135558","0","0","1","0"
"2135562","0","1","1","0"
"2135563","0","0","1","0"
"2135850","0","1","1","0"
"2135851","0","0","1","0"
"2135908","0","1","1","0"
"2135909","0","0","1","0"
"2135910","0","0","1","0"
"2135911","0","1","1","0"
"2135912","0","0","1","0"
"2135936","0","1","1","0"
"2135937","0","0","1","0"
"2135978","0","1","1","0"
"2135979","0","0","1","0"
"2136092","0","1","1","0"
"2136093","0","0","1","0"
"2136116","0","1","1","0"
"2136117","0","0","1","0"
"2136118","0","0","1","0"
"2136119","0","1","1","0"
"2136120","0","0","1","0"
"2136134","0","1","1","0"
"2136135","0","0","1","0"
"2136142","0","1","1","0"
"2136143","0","0","1","0"
"2136686","0","1","1","0"
"2136687","0","0","1","0"
"2136786","0","1","1","0"
"2136787","0","0","1","0"
"2136814","0","1","1","0"
"2136815","0","0","1","0"
"2136902","0","1","1","0"
"2136903","0","0","1","0"
"2136920","0","1","1","0"
"2136921","0","0","1","0"
"2136922","0","0","1","0"
"2136923","0","1","1","0"
"2136924","0","0","1","0"
"2136928","0","1","1","0"
"2136929","0","0","1","0"
"2136969","0","1","1","0"
"2136970","0","0","1","0"
"2136974","0","1","1","0"
"2136975","0","0","1","0"
"2136976","0","0","1","0"
"2136977","0","1","1","0"
"2136978","0","0","1","0"
"2136982","0","1","1","0"
"2136983","0","0","1","0"
"2137002","0","1","1","0"
"2137003","0","0","1","0"
"2137007","0","1","1","0"
"2137008","0","0","1","0"
"2137009","0","0","1","0"
"2137010","0","1","1","0"
"2137011","0","0","1","0"
"2137019","0","1","1","0"
"2137020","0","0","1","0"
"2137024","0","1","1","0"
"2137025","0","0","1","0"
"2137040","0","1","1","0"
"2137041","0","1","1","0"
"2137042","0","0","1","0"
"2137043","0","0","1","0"
"2137044","0","1","1","0"
"2137045","0","0","1","0"
"2137077","0","1","1","0"
"2137078","0","0","1","0"
"2137082","0","1","1","0"
"2137083","0","0","1","0"
"2137084","0","0","1","0"
"2137085","0","1","1","0"
"2137086","0","1","1","0"
"2137087","0","0","1","0"
"2137106","0","1","1","0"
"2137110","0","0","1","0"
"2137114","0","1","1","0"
"2137115","0","0","1","0"
"2137116","0","0","1","0"
"2137117","0","1","1","0"
"2137118","0","0","1","0"
"2137464","0","1","1","0"
"2137465","0","0","1","0"
"2137636","0","1","1","0"
"2137637","0","0","1","0"
"2137650","0","1","1","0"
"2137651","0","0","1","0"
"2137733","0","1","1","0"
"2137734","0","0","1","0"
"2137738","0","1","1","0"
"2137739","0","0","1","0"
"2137756","0","1","1","0"
"2137757","0","0","1","0"
"2137761","0","1","1","0"
"2137762","0","0","1","0"
"2138252","0","1","1","0"
"2138253","0","0","1","0"
"2138510","0","1","1","0"
"2138511","0","0","1","0"
"2138518","0","1","1","0"
"2138519","0","0","1","0"
"2138533","0","1","1","0"
"2138534","0","0","1","0"
"2138535","0","0","1","0"
"2138536","0","1","1","0"
"2138537","0","0","1","0"
"2138541","0","1","1","0"
