"SamplePeriod","TriggerSample","CompressedData"
"0.000000005","2767116413","True"
"SampleNumber","CS_A","CS_B","SCK_A","MOSI_A","MISO_B","MISO_A","SCK_B","MOSI_B"
"0000031862","0","0","0","1","1","1","0","1"
"0000031863","0","0","0","1","1","1","0","1"
"0000031864","0","0","0","1","0","1","0","1"
"0000031877","0","0","0","1","1","1","0","1"
"0000031878","0","0","0","1","1","1","0","1"
"0000031879","0","0","0","1","0","1","0","1"
"0000033775","0","0","0","1","1","1","0","1"
"0000033776","0","0","0","1","1","1","0","1"
"0000033777","0","0","0","1","0","1","0","1"
"0000033827","0","0","0","1","1","1","0","1"
"0000033828","0","0","0","1","1","1","0","1"
"0000033829","0","0","0","1","0","1","0","1"
"0000034148","0","0","0","1","1","1","0","1"
"0000034151","0","0","0","1","0","1","0","1"
"0000034190","0","0","0","1","1","1","0","1"
"0000034193","0","0","0","1","0","1","0","1"
"0000035523","0","0","0","1","1","1","0","1"
"0000035524","0","0","0","1","0","1","0","1"
"0000035755","0","0","0","1","1","1","0","1"
"0000035756","0","0","0","1","1","1","0","1"
"0000035757","0","0","0","1","0","1","0","1"
"0000035791","0","0","0","1","1","1","0","1"
"0000035792","0","0","0","1","1","1","0","1"
"0000035793","0","0","0","1","0","1","0","1"
"0000035797","0","0","0","1","1","1","0","1"
"0000035798","0","0","0","1","0","1","0","1"
"0000035802","0","0","0","1","1","1","0","1"
"0000035803","0","0","0","1","1","1","0","1"
"0000035804","0","0","0","1","0","1","0","1"
"0000035807","0","0","0","1","1","1","0","1"
"0000035808","0","0","0","1","1","1","0","1"
"0000035809","0","0","0","1","0","1","0","1"
"0000037708","0","0","0","1","1","1","0","1"
"0000037709","0","0","0","1","1","1","0","1"
"0000037710","0","0","0","1","0","1","0","1"
"0000037739","0","0","0","1","1","1","0","1"
"0000037740","0","0","0","1","1","1","0","1"
"0000037741","0","0","0","1","0","1","0","1"
"0000037827","0","0","0","1","1","1","0","1"
"0000037828","0","0","0","1","0","1","0","1"
"0000038082","0","0","0","1","1","1","0","1"
"0000038083","0","0","0","1","1","1","0","1"
"0000038084","0","0","0","1","0","1","0","1"
"0000038087","0","0","0","1","1","1","0","1"
"0000038088","0","0","0","1","1","1","0","1"
"0000038089","0","0","0","1","0","1","0","1"
"0000038123","0","0","0","1","1","1","0","1"
"0000038126","0","0","0","1","0","1","0","1"
"0000038139","0","0","0","1","1","1","0","1"
"0000038140","0","0","0","1","0","1","0","1"
"0000039196","0","0","0","1","1","1","0","1"
"0000039197","0","0","0","1","0","1","0","1"
"0000039695","0","0","0","1","1","1","0","1"
"0000039696","0","0","0","1","1","1","0","1"
"0000039697","0","0","0","1","0","1","0","1"
"0000039732","0","0","0","1","1","1","0","1"
"0000039733","0","0","0","1","0","1","0","1"
"0000039747","0","0","0","1","1","1","0","1"
"0000039748","0","0","0","1","1","1","0","1"
"0000039749","0","0","0","1","0","1","0","1"
"0000042019","0","0","0","1","1","1","0","1"
"0000042020","0","0","0","1","1","1","0","1"
"0000042021","0","0","0","1","0","1","0","1"
"0000042024","0","0","0","1","1","1","0","1"
"0000042025","0","0","0","1","1","1","0","1"
"0000042026","0","0","0","1","0","1","0","1"
"0000042060","0","0","0","1","1","1","0","1"
"0000042063","0","0","0","1","0","1","0","1"
"0000043632","0","0","0","1","1","1","0","1"
"0000043633","0","0","0","1","0","1","0","1"
"0000043643","0","0","0","1","1","1","0","1"
"0000043644","0","0","0","1","0","1","0","1"
"0000043679","0","0","0","1","1","1","0","1"
"0000043680","0","0","0","1","0","1","0","1"
"0000043684","0","0","0","1","1","1","0","1"
"0000043685","0","0","0","1","0","1","0","1"
"0000045285","0","0","0","1","1","1","0","1"
"0000045286","0","0","0","1","1","1","0","1"
"0000045287","0","0","0","1","0","1","0","1"
"0000045337","0","0","0","1","1","1","0","1"
"0000045338","0","0","0","1","1","1","0","1"
"0000045339","0","0","0","1","0","1","0","1"
"0000045657","0","0","0","1","1","1","0","1"
"0000045658","0","0","0","1","1","1","0","1"
"0000045659","0","0","0","1","0","1","0","1"
"0000045662","0","0","0","1","1","1","0","1"
"0000045663","0","0","0","1","1","1","0","1"
"0000045664","0","0","0","1","0","1","0","1"
"0000045698","0","0","0","1","1","1","0","1"
"0000045701","0","0","0","1","0","1","0","1"
"0000047269","0","0","0","1","1","1","0","1"
"0000047270","0","0","0","1","0","1","0","1"
"0000047299","0","0","0","1","1","1","0","1"
"0000047300","0","0","0","1","0","1","0","1"
"0000047321","0","0","0","1","1","1","0","1"
"0000047322","0","0","0","1","0","1","0","1"
"0000048687","0","0","0","1","1","1","0","1"
"0000048688","0","0","0","1","0","1","0","1"
"0000049219","0","0","0","1","1","1","0","1"
"0000049220","0","0","0","1","0","1","0","1"
"0000049590","0","0","0","1","1","1","0","1"
"0000049591","0","0","0","1","1","1","0","1"
"0000049592","0","0","0","1","0","1","0","1"
"0000049595","0","0","0","1","1","1","0","1"
"0000049596","0","0","0","1","1","1","0","1"
"0000049597","0","0","0","1","0","1","0","1"
"0000049632","0","0","0","1","1","1","0","1"
"0000049633","0","0","0","1","1","1","0","1"
"0000049634","0","0","0","1","0","1","0","1"
"0000051208","0","0","0","1","1","1","0","1"
"0000051209","0","0","0","1","1","1","0","1"
"0000051210","0","0","0","1","0","1","0","1"
"0000051239","0","0","0","1","1","1","0","1"
"0000051240","0","0","0","1","1","1","0","1"
"0000051241","0","0","0","1","0","1","0","1"
"0000051245","0","0","0","1","1","1","0","1"
"0000051246","0","0","0","1","1","1","0","1"
"0000051247","0","0","0","1","0","1","0","1"
"0000051261","0","0","0","1","1","1","0","1"
"0000051262","0","0","0","1","0","1","0","1"
"0000053162","0","0","0","1","1","1","0","1"
"0000053163","0","0","0","1","1","1","0","1"
"0000053164","0","0","0","1","0","1","0","1"
"0000053287","0","0","0","1","1","1","0","1"
"0000053288","0","0","0","1","0","1","0","1"
"0000053532","0","0","0","1","1","1","0","1"
"0000053533","0","0","0","1","1","1","0","1"
"0000053534","0","0","0","1","0","1","0","1"
"0000053537","0","0","0","1","1","1","0","1"
"0000053538","0","0","0","1","1","1","0","1"
"0000053539","0","0","0","1","0","1","0","1"
"0000053574","0","0","0","1","1","1","0","1"
"0000053575","0","0","0","1","1","1","0","1"
"0000053576","0","0","0","1","0","1","0","1"
"0000055145","0","0","0","1","1","1","0","1"
"0000055146","0","0","0","1","1","1","0","1"
"0000055147","0","0","0","1","0","1","0","1"
"0000055176","0","0","0","1","1","1","0","1"
"0000055177","0","0","0","1","0","1","0","1"
"0000055182","0","0","0","1","1","1","0","1"
"0000055183","0","0","0","1","1","1","0","1"
"0000055184","0","0","0","1","0","1","0","1"
"0000056583","0","0","0","1","1","1","0","1"
"0000056584","0","0","0","1","0","1","0","1"
"0000056643","0","0","0","1","1","1","0","1"
"0000056644","0","0","0","1","0","1","0","1"
"0000057108","0","0","0","1","1","1","0","1"
"0000057109","0","0","0","1","1","1","0","1"
"0000057110","0","0","0","1","0","1","0","1"
"0000057145","0","0","0","1","1","1","0","1"
"0000057146","0","0","0","1","1","1","0","1"
"0000057147","0","0","0","1","0","1","0","1"
"0000057161","0","0","0","1","1","1","0","1"
"0000057162","0","0","0","1","0","1","0","1"
"0000057482","0","0","0","1","1","1","0","1"
"0000057483","0","0","0","1","1","1","0","1"
"0000057484","0","0","0","1","0","1","0","1"
"0000057487","0","0","0","1","1","1","0","1"
"0000057488","0","0","0","1","1","1","0","1"
"0000057489","0","0","0","1","0","1","0","1"
"0000057523","0","0","0","1","1","1","0","1"
"0000057524","0","0","0","1","1","1","0","1"
"0000057525","0","0","0","1","0","1","0","1"
"0000059105","0","0","0","1","1","1","0","1"
"0000059106","0","0","0","1","1","1","0","1"
"0000059107","0","0","0","1","0","1","0","1"
"0000059136","0","0","0","1","1","1","0","1"
"0000059137","0","0","0","1","0","1","0","1"
"0000059147","0","0","0","1","1","1","0","1"
"0000059148","0","0","0","1","0","1","0","1"
"0000060527","0","0","0","1","1","1","0","1"
"0000060528","0","0","0","1","0","1","0","1"
"0000061058","0","0","0","1","1","1","0","1"
"0000061059","0","0","0","1","1","1","0","1"
"0000061060","0","0","0","1","0","1","0","1"
"0000061095","0","0","0","1","1","1","0","1"
"0000061096","0","0","0","1","1","1","0","1"
"0000061097","0","0","0","1","0","1","0","1"
"0000061111","0","0","0","1","1","1","0","1"
"0000061112","0","0","0","1","0","1","0","1"
"0000061187","0","0","0","1","1","1","0","1"
"0000061188","0","0","0","1","0","1","0","1"
"0000061387","0","0","0","1","1","1","0","1"
"0000061388","0","0","0","1","0","1","0","1"
"0000061432","0","0","0","1","1","1","0","1"
"0000061433","0","0","0","1","1","1","0","1"
"0000061434","0","0","0","1","0","1","0","1"
"0000061437","0","0","0","1","1","1","0","1"
"0000061438","0","0","0","1","1","1","0","1"
"0000061439","0","0","0","1","0","1","0","1"
"0000061474","0","0","0","1","1","1","0","1"
"0000061475","0","0","0","1","1","1","0","1"
"0000061476","0","0","0","1","0","1","0","1"
"0000063052","0","0","0","1","1","1","0","1"
"0000063053","0","0","0","1","1","1","0","1"
"0000063054","0","0","0","1","0","1","0","1"
"0000063063","0","0","0","1","1","1","0","1"
"0000063064","0","0","0","1","0","1","0","1"
"0000063104","0","0","0","1","1","1","0","1"
"0000063105","0","0","0","1","1","1","0","1"
"0000063106","0","0","0","1","0","1","0","1"
"0000064470","0","0","0","1","1","1","0","1"
"0000064471","0","0","0","1","1","1","0","1"
"0000064472","0","0","0","1","0","1","0","1"
"0000065002","0","0","0","1","1","1","0","1"
"0000065003","0","0","0","1","1","1","0","1"
"0000065004","0","0","0","1","0","1","0","1"
"0000065038","0","0","0","1","1","1","0","1"
"0000065039","0","0","0","1","1","1","0","1"
"0000065040","0","0","0","1","0","1","0","1"
"0000065054","0","0","0","1","1","1","0","1"
"0000065055","0","0","0","1","1","1","0","1"
"0000065056","0","0","0","1","0","1","0","1"
"0000065279","0","0","0","1","1","1","0","1"
"0000065280","0","0","0","1","0","1","0","1"
"0000065335","0","0","0","1","1","1","0","1"
"0000065336","0","0","0","1","0","1","0","1"
"0000065374","0","0","0","1","1","1","0","1"
"0000065375","0","0","0","1","1","1","0","1"
"0000065376","0","0","0","1","0","1","0","1"
"0000065379","0","0","0","1","1","1","0","1"
"0000065380","0","0","0","1","0","1","0","1"
"0000065415","0","0","0","1","1","1","0","1"
"0000065416","0","0","0","1","1","1","0","1"
"0000065417","0","0","0","1","0","1","0","1"
"0000066992","0","0","0","1","1","1","0","1"
"0000066993","0","0","0","1","1","1","0","1"
"0000066994","0","0","0","1","0","1","0","1"
"0000067039","0","0","0","1","1","1","0","1"
"0000067040","0","0","0","1","1","1","0","1"
"0000067041","0","0","0","1","0","1","0","1"
"0000067044","0","0","0","1","1","1","0","1"
"0000067045","0","0","0","1","1","1","0","1"
"0000067046","0","0","0","1","0","1","0","1"
"0000068949","0","0","0","1","1","1","0","1"
"0000068950","0","0","0","1","0","1","0","1"
"0000068996","0","0","0","1","1","1","0","1"
"0000068997","0","0","0","1","0","1","0","1"
"0000069191","0","0","0","1","1","1","0","1"
"0000069192","0","0","0","1","0","1","0","1"
"0000069275","0","0","0","1","1","1","0","1"
"0000069276","0","0","0","1","0","1","0","1"
"0000069319","0","0","0","1","1","1","0","1"
"0000069322","0","0","0","1","0","1","0","1"
"0000069323","0","0","0","1","0","1","0","1"
"0000069324","0","0","0","1","1","1","0","1"
"0000069325","0","0","0","1","1","1","0","1"
"0000069326","0","0","0","1","0","1","0","1"
"0000069361","0","0","0","1","1","1","0","1"
"0000069364","0","0","0","1","0","1","0","1"
"0000070622","0","0","0","1","1","1","0","1"
"0000070623","0","0","0","1","1","1","0","1"
"0000070624","0","0","0","1","0","1","0","1"
"0000070653","0","0","0","1","1","1","0","1"
"0000070654","0","0","0","1","0","1","0","1"
"0000070658","0","0","0","1","1","1","0","1"
"0000070659","0","0","0","1","1","1","0","1"
"0000070660","0","0","0","1","0","1","0","1"
"0000070674","0","0","0","1","1","1","0","1"
"0000070675","0","0","0","1","1","1","0","1"
"0000070676","0","0","0","1","0","1","0","1"
"0000071766","0","0","0","1","1","1","0","1"
"0000071767","0","0","0","1","0","1","0","1"
"0000072292","0","0","0","1","1","1","0","1"
"0000072293","0","0","0","1","1","1","0","1"
"0000072294","0","0","0","1","0","1","0","1"
"0000072323","0","0","0","1","1","1","0","1"
"0000072324","0","0","0","1","0","1","0","1"
"0000072328","0","0","0","1","1","1","0","1"
"0000072331","0","0","0","1","0","1","0","1"
"0000072344","0","0","0","1","1","1","0","1"
"0000072345","0","0","0","1","0","1","0","1"
"0000072487","0","0","0","1","1","1","0","1"
"0000072488","0","0","0","1","0","1","0","1"
"0000072660","0","0","0","1","1","1","0","1"
"0000072661","0","0","0","1","0","1","0","1"
"0000072665","0","0","0","1","1","1","0","1"
"0000072666","0","0","0","1","1","1","0","1"
"0000072667","0","0","0","1","0","1","0","1"
"0000072670","0","0","0","1","1","1","0","1"
"0000072671","0","0","0","1","1","1","0","1"
"0000072672","0","0","0","1","0","1","0","1"
"0000072706","0","0","0","1","1","1","0","1"
"0000072709","0","0","0","1","0","1","0","1"
"0000073754","0","0","0","1","1","1","0","1"
"0000073755","0","0","0","1","0","1","0","1"
"0000074285","0","0","0","1","1","1","0","1"
"0000074286","0","0","0","1","1","1","0","1"
"0000074287","0","0","0","1","0","1","0","1"
"0000074322","0","0","0","1","1","1","0","1"
"0000074323","0","0","0","1","1","1","0","1"
"0000074324","0","0","0","1","0","1","0","1"
"0000074327","0","0","0","1","1","1","0","1"
"0000074328","0","0","0","1","0","1","0","1"
"0000076239","0","0","0","1","1","1","0","1"
"0000076240","0","0","0","1","0","1","0","1"
"0000076275","0","0","0","1","1","1","0","1"
"0000076276","0","0","0","1","1","1","0","1"
"0000076277","0","0","0","1","0","1","0","1"
"0000076286","0","0","0","1","1","1","0","1"
"0000076287","0","0","0","1","0","1","0","1"
"0000076291","0","0","0","1","1","1","0","1"
"0000076292","0","0","0","1","1","1","0","1"
"0000076293","0","0","0","1","0","1","0","1"
"0000076356","0","0","0","1","1","1","0","1"
"0000076357","0","0","0","1","0","1","0","1"
"0000076422","0","0","0","1","1","1","0","1"
"0000076423","0","0","0","1","1","1","0","1"
"0000076424","0","0","0","1","0","1","0","1"
"0000076483","0","0","0","1","1","1","0","1"
"0000076484","0","0","0","1","0","1","0","1"
"0000076611","0","0","0","1","1","1","0","1"
"0000076612","0","0","0","1","1","1","0","1"
"0000076613","0","0","0","1","0","1","0","1"
"0000076616","0","0","0","1","1","1","0","1"
"0000076617","0","0","0","1","1","1","0","1"
"0000076618","0","0","0","1","0","1","0","1"
"0000076652","0","0","0","1","1","1","0","1"
"0000076655","0","0","0","1","0","1","0","1"
"0000078222","0","0","0","1","1","1","0","1"
"0000078223","0","0","0","1","1","1","0","1"
"0000078224","0","0","0","1","0","1","0","1"
"0000078258","0","0","0","1","1","1","0","1"
"0000078259","0","0","0","1","1","1","0","1"
"0000078260","0","0","0","1","0","1","0","1"
"0000078274","0","0","0","1","1","1","0","1"
"0000078275","0","0","0","1","1","1","0","1"
"0000078276","0","0","0","1","0","1","0","1"
"0000080175","0","0","0","1","1","1","0","1"
"0000080176","0","0","0","1","1","1","0","1"
"0000080177","0","0","0","1","0","1","0","1"
"0000080206","0","0","0","1","1","1","0","1"
"0000080207","0","0","0","1","1","1","0","1"
"0000080208","0","0","0","1","0","1","0","1"
"0000080212","0","0","0","1","1","1","0","1"
"0000080213","0","0","0","1","1","1","0","1"
"0000080214","0","0","0","1","0","1","0","1"
"0000080337","0","0","0","1","1","1","0","1"
"0000080338","0","0","0","1","0","1","0","1"
"0000080370","0","0","0","1","1","1","0","1"
"0000080371","0","0","0","1","1","1","0","1"
"0000080372","0","0","0","1","0","1","0","1"
"0000080548","0","0","0","1","1","1","0","1"
"0000080551","0","0","0","1","0","1","0","1"
"0000080554","0","0","0","1","1","1","0","1"
"0000080555","0","0","0","1","0","1","0","1"
"0000080590","0","0","0","1","1","1","0","1"
"0000080593","0","0","0","1","0","1","0","1"
"0000082159","0","0","0","1","1","1","0","1"
"0000082160","0","0","0","1","0","1","0","1"
"0000082195","0","0","0","1","1","1","0","1"
"0000082196","0","0","0","1","1","1","0","1"
"0000082197","0","0","0","1","0","1","0","1"
"0000082211","0","0","0","1","1","1","0","1"
"0000082212","0","0","0","1","0","1","0","1"
"0000084119","0","0","0","1","1","1","0","1"
"0000084120","0","0","0","1","1","1","0","1"
"0000084121","0","0","0","1","0","1","0","1"
"0000084155","0","0","0","1","1","1","0","1"
"0000084156","0","0","0","1","1","1","0","1"
"0000084157","0","0","0","1","0","1","0","1"
"0000084171","0","0","0","1","1","1","0","1"
"0000084172","0","0","0","1","0","1","0","1"
"0000084490","0","0","0","1","1","1","0","1"
"0000084491","0","0","0","1","1","1","0","1"
"0000084492","0","0","0","1","0","1","0","1"
"0000084495","0","0","0","1","1","1","0","1"
"0000084496","0","0","0","1","1","1","0","1"
"0000084497","0","0","0","1","0","1","0","1"
"0000084532","0","0","0","1","1","1","0","1"
"0000084533","0","0","0","1","1","1","0","1"
"0000084534","0","0","0","1","0","1","0","1"
"0000086109","0","0","0","1","1","1","0","1"
"0000086110","0","0","0","1","1","1","0","1"
"0000086111","0","0","0","1","0","1","0","1"
"0000086115","0","0","0","1","1","1","0","1"
"0000086116","0","0","0","1","0","1","0","1"
"0000086120","0","0","0","1","1","1","0","1"
"0000086121","0","0","0","1","0","1","0","1"
"0000086156","0","0","0","1","1","1","0","1"
"0000086157","0","0","0","1","0","1","0","1"
"0000088062","0","0","0","1","1","1","0","1"
"0000088063","0","0","0","1","1","1","0","1"
